ROE;TITULO_ORIGINAL;DIRETOR
E1600791700000;ARCADE FIRE - THE REFLEKTOR TAPES;KAHLIL JOSEPH
E1700060700000;KUNG FU HUSTLE;STEPHEN CHOW
E1700063700000;FENCES;DENZEL WASHINGTON
E1700208400000;JOHN MAYER - STILL FEEL LIKE YOUR MAN;MISTER WHITMORE
E1700209100000;LITTLE MIX FEAT. MACHINE GUN KELLY - NO MORE SAD SONGS;MARC KLASFELD
E1700229800000;CARS 3;BRIAN FEE
E1700073600000;AFRICAN QUEEN, THE;JOHN HUSTON
E1700078500000;HUNTING ELEPHANTS;RESHEF LEVI
E1700074900000;MIDNIGHT SUN;ROGER SPOTTISWOODE
E1700012500000;7 FACES OF DR. LAO;GEORGE PAL
E1700242500000;CASSE NOISETTE/THE NUTCRACKER;ST�PHANE LEBARD
E1700065600000;ULTIMATE WATERMAN 2016, THE;HUGH BARNARD
E1700073800000;STALKED BY MY DOCTOR: THE RETURN;DOUG CAMPBELL
E1700078800000;DARFUR;UWE BOLL
E1600787000000;CASANOVA;LASSE HALLSTR�M
E1700221800000;AWAKENING THE ZODIAC;JONATHAN WRIGHT
E1700103000000;EM CASA AO VIVO;CLAUDIO ROSA
E1700090900000;LADY BLOODFIGHT;CHRIS NAHON
E1700021600000;PIRATES OF THE CARIBBEAN: DEAD MEN TELL NO TALES;ESPEN SANDBERG
E1700093200000;CLEAN BANDIT - ROCKABYE;CLEAN BANDIT
E1700094700000;HONNE - ALL IN THE VALUE;GEEJ OWER
E1700095700000;KUNGS FEAT. COOKIN  ON 3 BURNERS - THIS GIRL;MATT LARSON
E1700101400000;MC BEIJINHO - ME LIBERA NEGA;GUILHERME ZATTAR
E1700101100000;PEDRO THOM� - 50 TONS;MESS SANTOS
E1700223300000;COME AND FIND ME;ZACK WHEDON
E1700128900000;COLD COMES THE NIGHT;TZE CHUN
E1700248500000;FOR A FEW DOLLARS MORE;SERGIO LEONE
E1700105900000;CHIPS;DAX SHEPARD
E1700107100000;NOS FUTURS;R�MI BEZAN�ON
E1700134000000;THINK LIKE A MAN TOO;TIM STORY
E1700251300000;PARTY, THE;BLAKE EDWARDS
E1700253400000;POLLY POCKET 10;HORST VIOLA JR.
E1700197000000;FORGETTING SARAH MARSHALL;NICHOLAS STOLLER
E1600789000000;LA GUERRE DES TUQUES;FRAN�OIS BRISSON
E1700207000000;EDUARDO COSTA - FORR� E PAIX�O;THIAGO CALVINO
E1700207400000;JIDENNA FEAT. NANA KWABENA - THE LET OUT;DANO CERNY
E1700210300000;MARCOS & BELUTTI - EU ERA;RAFAEL CARVALHO
E1700254500000;PAUL MCCARTNEY - KISSES ON THE BOTTOM;JONAS AKERLUND
E1700254600000;OFF THEIR ROCKERS UK;MATT HOLT
E1700066400000;PUSH IT TO 11: THE BITS OF BACO;CHRIS RYE
E1700246000000;BAD MA RA KHAHAD BORD;ABBAS KIAROSTAMI
E1700245500000;TELL THEM WILLIE BOY IS HERE;ABRAHAM POLONSKY
E1700253700000;WHAT IF...;DALLAS JENKINS
E1700138100000;MARATHON MAN;JOHN SCHLESINGER
E1700028500000;CHARLIE ROSE;MATTHEW SAAL
E1700019800000;THE GRASS IS GREENER;STANLEY DONEN
E1700023400000;TRAPPED IN PARADISE;GEORGE GALLO
E1700182200000;DICKENSIAN;MARK BROZEL
E1700042300000;STRIKE A POSE;REIJER ZWAAN
E1600796900000;SIMONE & SIMARIA - QUANDO O MEL � BOM;SIMONE & SIMARIA
E1700001100000;IMELDA MAY - LIVE AT ISLE OF WIGHT;MATT ASKEN
E1700001900000;BEYOND THE WALLS;HERV� HADMAR
E1700000200000;ALL TIME LOW - LIVE AT OXEGEN;RICHARD CARLTON
E1700023900000;TONI ERDMANN;MAREN ADE
E1700038500000;DAY E LARA;ANDR� CAVERNA
E1700024900000;OCEAN'S RISING;ADAM LIPSIUS
E1700175700000;TWO-SIDED MIRROR, THE;CLAUDE-MICHEL ROME
E1700176200000;MY VERY OWN SANTA CLAUS;JOS� PINHEIRO
E1700177300000;AMERICAN BALLET THEATRE: A HISTORY;RIC BURNS
E1700184400000;BATTLE CREEK;BRYAN SINGER
E1700189200000;BURN COUNTRY;IAN OLDS
E1700205300000;INTERROGATION;STEPHEN REYNOLDS
E1700190900000;THE MOONFLOWER;DAVE REEVES
E1700211200000;LONG HOPE, THE;PAUL DIFFLEY
E1700210100000;LUCY ALVES - CA�ADORA;FELIPE SASSI
E1600795100000;LUCAS LUCCO - DE BUENAS;LUCAS LUCCO
E1600792000000;BEYONC� - ALL NIGHT;BEYONC� KNOWLES
E1600792000000;BEYONC� - ALL NIGHT;JOSEPH KAHLIL
E1700022700000;ROMANELLI - BLACK CHRISTMAS (OFFICIAL VIDEO);ANTONIO ROSSA
E1700056000000;OUVERT LA NUIT;EDOUARD BAER
E1700102600000;HENRIQUE E DIEGO - DE BRA�OS ABERTOS;ANSELMO TRONCOSO
E1700092900000;ALICIA KEYS - BLENDED FAMILY (WHAT YOU DO FOR LOVE);ALICIA KEYS
E1700100600000;PROJOTA - OH MEU DEUS;RODRIGO GIANNETTO
E1700176600000;TALBOT: ALICE�S ADVENTURE IN WONDERLAND 2013;O'HARE KEVIN
E1700104100000;MAJOR LAZER FEAT. JUSTIN BIEBER & M� - COLD WATER (DANCE VIDEO);MATT BARON
E1700020600000;J�, OLGA HEPNAROV�;PETR KAZDA
E1700094900000;GLASS ANIMALS - SEASON 2, EPISODE 3;GEORGIA HUDSON
E1700094500000;HONNE & IZZY BIZU - SOMEONE THAT LOVES YOU;MALIA JAMES
E1700101700000;LETT�CIA - LANCE PROIBIDO;JONNY GITTI
E1700223000000;CLUB LIFE;FABRIZIO CONTE
E1700000900000;DEF LEPPARD - AND THERE WILL BE A NEXT TIME... LIVE FROM DETROIT;JIM YUKICH
E1700134500000;THE PARENT TRAP;DAVID SWIFT
E1700135700000;PLANES, TRAINS AND AUTOMOBILES;JOHN HUGHES
E1700029000000;DENIAL;MICK JACKSON
E1700088800000;ROCK DOG;ASH BRANNON
E1700103400000;CAPITAL INICIAL - A MINA;RAONI CARNEIRO
E1700094000000;ED SHEERAN - SHAPE OF YOU;JASON KOENIG
E1700093900000;FRENCH MONTANA FEAT. MIGUEL - XPLICIT;FRENCH MONTANA
E1700219300000;ROUSTABOUT;JOHN RICH
E1700029500000;HELLO WORLD;KELLY BUZBY
E1700147100000;BATTLE AT VERSAILLES;AVA DUVERNAY
E1700032100000;BLOOMBERG MARKETS: AMERICAS;MATTHEW SAAL
E1700032200000;BLOOMBERG MARKETS: EUROPEAN CLOSE;ANNMARIE HORDERN
E1700114500000;THE POLAR EXPRESS;ROBERT ZEMECKIS
E1700182000000;WAR FOR THE PLANET OF THE APES;MATT REEVES
E1700181200000;THE CASE FOR CHRIST;JON GUNN
E1700185300000;7 CONTRA 1;BENJAMIN POTET
E1700192400000;PIPER;DEREK WILLIAMS
E1700134600000;TEXAS KILLING FIELDS;AMI CANAAN MANN
E1700134400000;THE HAPPENING;M. NIGHT SHYAMALAN
E1700154200000;THE UNATTAINABLE STORY;EMILIA FERREIRA
E1700236000000;SGT PEPPER'S MUSICAL REVOLUTION;FRANCES HANLY
E1700181000000;THE BAYTOWN OUTLAWS;BARRY BATTLES
E1700190600000;WALK TO REMEMBER, A;ADAM SHANKMAN
E1700083600000;BLACK BUTTERFLY;BRIAN GOODMAN
E1700123100000;IN HER SHOES;CURTIS HANSON
E1700240100000;THE SAME SKY;OLIVER HIRSCHBIEGEL
E1700127300000;PSG: GENESIS;S�BASTIEN PARRAUD
E1700223200000;ESPECIAL IVETE, GIL E CAETANO;ROBERTO TALMA
E1700228700000;31;ROB ZOMBIE
E1700218400000;GLOBAL CHAMPIONS LEAGUE 2017;JAN TOPS
E1700240300000;CALIGULA;PHILIPPE B�ZIAT
E1600787500000;ENCOUNTER WITH PHILIP ROTH;ADRIEN SOLAND
E1700035100000;THE GIRL KING;MIKA KAURISM�KI
E1700377200000;PROXIMITY;TAYLOR STEELE
E1700397900000;AERIAL ASIA;ROLAND THERON
E1700378700000;SHARK TALE;ROB LETTERMAN
E1700378700000;SHARK TALE;VICKY JENSON
E1700426100000;MR. BROOKS;BRUCE EVANS
E1700436100000;YOURS, MINE & OURS;RAJA GOSNELL
E1700381400000;ANSEL ELGORT - THIEF;WARREN ELGORT
E1700383600000;GREEN DAY - REVOLUTION RADIO;GREEN DAY
E1700392500000;QX� - ESSA VIDA;GUSTAVO TISSOT
E1700381600000;UM44K - 4 DA MANH�;FILIPE NEVARES
E1700391300000;WANESSA CAMARGO - O AMOR N�O DEIXA;WANESSA CAMARGO
E1700388300000;WILD SPIRITS 2016;HOLLIE WOODFIELD
E1700378000000;MIFFY, THE MOVIE;ADAM SHAW
E1700398400000;BORN IN CHINA;CHUAN LU
E1700401200000;CELEBRITY PLASTIC SURGEONS OF BEVERLY HILLS;RICK LEED
E1700328300000;OOOMMM MMMOOO - YOGA PARA NINOS;DIANA RICO
E1700371200000;EL MAR, MI ALMA;TATIANA VELASCO
E1700332000000;ITA� CICLOS;ALEXANDRE CHARRO
E1700419900000;UN CAMINO HACIA EL DESTINO;GUIDO S�NCHEZ
E1700421700000;LE DERNIER M�TRO;FRAN�OIS TRUFFAUT
E1700425800000;JULES ET JIM;FRAN�OIS TRUFFAUT
E1700426000000;THE MANCHURIAN CANDIDATE;JONATHAN DEMME
E1700432300000;SAY SOMETHING;ASA EKMAN
E1700432900000;WOMEN AND THE WAVES 2, THE;HEATHER HUDSON
E1700437300000;IVETE SANGALO PART. WESLEY SAFAD�O - � VONTADE;HENRIQUE SAUER
E1700448600000;PRETA GIL PART. PABLLO VITTAR - DECOTE;NICOLE HEINIGER
E1700435200000;HALSEY - NOW OR NEVER;HALSEY
E1700432100000;DIS.TRACTION;OLAF CRATO
E1700292200000;ZAYN FEAT. PARTYNEXTDOOR - STILL GOT TIME;CALMATIC
E1700444200000;STEVIE WONDER � SOUL GENIUS;HANNES ROSSACHER
E1700460000000;THE TWIN;FRED RAY
E1700458700000;GRACE AND FRANKIE;TATE TAYLOR
E1700282800000;LEGO SCOOBY-DOO! BLOWOUT BEACH BASH;ETHAN SPAULDING
E1700252800000;UNE AFFAIRE DE FEMMES;CLAUDE CHABROL
E1700312500000;THE ROCKY HORROR PICTURE SHOW;JIM SHARMAN
E1700460500000;DOUBLE IMPACT;SHELDON LETTICH
E1700465200000;NEWSIES;KENNY ORTEGA
E1700276900000;INSTITUTE, THE;PAMELA ROMANOWSKY
E1700281700000;GHOST LIVE AT HELLFEST;ADELINE CHAHIN
E1700286700000;HARRY STYLES - SIGN OF THE TIMES;HARRY STYLES
E1700295700000;SONG TO SONG;TERRENCE MALICK
E1700286400000;FRENCH MONTANA FEAT. SWAE LEE - UNFORGETTABLE;FRENCH MONTANA
E1700312000000;HAPPINESS AT WORK;MARTIN MEISSONNIER
E1700309000000;DRIVE ME CRAZY;JOHN SCHULTZ
E1700486600000;RUNNING THE WOLD DAYS;JOSH LOWELL
E1700485300000;HOW MURRAY SAVED CHRISTMAS;PETER AVANZINO
E1700485200000;LA MEMORIA DE MI PADRE;RODRIGO BACIGALUPE LAZO
E1700303200000;GORILLAZ - CLINT EASTWOOD;GORILLAZ
E1700285900000;CYHI THE PRYNCE FEAT. ERNESTINE JOHNSON - NU AFRICA;CYHI PRYNCE, THE
E1700305600000;MAJOR LAZER FEAT. PARTYNEXTDOOR & NICKI MINAJ - RUN UP;MARTIN
E1700288600000;MILEY CYRUS - MALIBU;MILEY CYRUS
E1700290500000;PHILLIP PHILLIPS - GONE, GONE, GONE;PHILLIP PHILLIPS
E1700305100000;SOFIA OLIVEIRA - GAROTAS N�O MORDEM;FELIPE SASSI
E1700291500000;TINASHE - FLAME;TINASHE
E1700476900000;HENRY DANGER;ADAM WEISSMAN
E1700478400000;PROMO - VAMOS DOAR!;BETE RODRIGUES
E1700347200000;THE DAY WHEN;LAURENT JOFFRIN
E1700500800000;SOMETIMES THE GOOD KILL;PHILIPPE GAGNON
E1700344800000;SHARK SHOCK;GRIFF FURST
E1700502400000;GRAVE ENCOUNTERS;VICIOUS BROTHERS
E1700291000000;RACHEL HUNTER�S TOUR OF BEAUTY: THE COLLECTION;ANNIE MCENROE
E1700294600000;DAY & LARA - X NA COMANDA;DAY & LARA
E1700346500000;HAPPY DEATH DAY;CHRISTOPHER LANDON
E1700503100000;FEVER PITCH;BOBBY FARRELLY
E1700491700000;PATTI CAKE$;GEREMY JASPER
E1700277000000;SECRET LIFE OF 4, 5 & 6 YEAR OLDS (SERIES 2B);BRIAN HAL
E1700356900000;JAMIE'S CHRISTMAS WITH BELLS ON;CLAIRE WHALLEY
E1700512300000;BLACK SABBATH - THE END;DICK CARRUTHERS
E1700522000000;JEUNE FEMME;L�ONOR SERRAILLE
E1700516600000;EDSON & HUDSON - EU E VOC� DE NOVO;SANTIAGO FERRAZ
E1700352700000;BIRDMEN - THE ORIGINAL DREAM OF FLIGHT;MATT SHERIDAN
E1700369800000;MR BEAN;JOHN BIRKIN
E1700370100000;MODERN TIMES;CHARLES CHAPLIN
E1700358000000;A LOT LIKE LOVE;NIGEL COLE
E1700312700000;SQUANTO: A WARRIOR'S TALE;XAVIER KOLLER
E1700312800000;TERMINAL VELOCITY;DERAN SARAFIAN
E1700311500000;THE BEATLES -YELLOW SUBMARINE;GEORGE DUNNING
E1700527200000;GRUPO REVELA��O - 360� AO VIVO;MARCELO DO PRADO PAIVA
E1700526200000;MALLU MAGALH�ES - VAI E VEM;RAFAEL ROCHA
E1700521600000;STONE SOUR - SONG #3 (ACOUSTIC);STONE SOUR
E1700328200000;UNA MUJER FANT�STICA;SEBASTI�N LELIO
E1700382900000;FIFTH HARMONY FEAT. GUCCI MANE - DOWN;JAMES LARESE
E1700383400000;FUTURE - MASK OFF;FUTURE
E1700384300000;JENNIFER LOPEZ FEAT. GENTE DE ZONA - NI T� NI YO;JENNIFER LOPEZ
E1700389200000;KENDRICK LAMAR FEAT. RIHANNA - LOYALTY;THE HOMIES
E1700389100000;KESHA FEAT. THE DAP-KINGS HORNS -WOMAN;KESHA
E1700387000000;MARTIN GARRIX & BEBE REXHA - IN THE NAME OF LOVE;MARTIN GARRIX
E1700392300000;PROJOTA PART. ANAVIT�RIA - LINDA;MAURICIO E�A
E1700387500000;R. KELLY FEAT. USHER - SAME GIRL;LITTLE X
E1700280800000;NEW LIFE;DREW WATERS
E1700453600000;LE REDOUBTABLE;MICHEL HAZANAVICIUS
E1700408900000;LOVING PABLO;FERNANDO LE�N DE ARANOA
E1700408600000;NOMAD;RYAN MACKFALL
E1700421900000;FURCHESTER HOTEL;JACK JAMESON
E1700386900000;MARTIN GARRIX & TROYE SIVAN - THERE FOR YOU;JORDAN TAYLOR WRIGHT
E1700368500000;ATRAV�S DA JANELA;ALEXIS ZELENSKY
E1700389000000;JACKSON 5 - I WANT YOU BACK (REMIX), THE, THE;JACKSON 5, THE
E1700448400000;HIGOR ROCHA - DESLIZES (AO VIVO);ANDR� CAVERNA
E1700274100000;24:LEGACY;JOHN CASSAR
E1700402600000;SOLAR;JASON ESHRAGHIAN
E1700288100000;LUCY ROSE FEAT. THE STAVES - FLORAL DRESSES;LUCY ROSE
E1700304700000;STING: A FREE MAN;SCOTT BIGELOW
E1700419500000;VIKING;ANDREY KRAVCHUK
E1700418900000;DON'T HANG UP;DAMIEN MAC�
E1700276800000;WOOROOROO;PARK JUN GON
E1700294900000;ED SHEERAN - GALWAY GIRL;JASON KOENIG
E1700286900000;ED SHEERAN - SHAPE OF YOU (DANCE VIDEO);RAFAEL ROCHA
E1700453300000;CHRISTMAS WITH THE KRANKS;JOE ROTH
E1700442900000;RODIN : DIVINO INFERNO;BRUNO AVEILLAN
E1700290700000;RICK RO$$ FEAT. YOUNG THUG & WALE - TRAP TRAP TRAP;RICK ROSS
E1700291800000;TWO DOOR CINEMA CLUB - WHAT YOU KNOW;LOPE SERRANO
E1700292500000;WRABEL - BLOODSTAIN;WRABEL
E1700456300000;ANTHROPOCENE;STEVE BRADSHAW
E1700461000000;A BETTER LIFE;CHRIS WEITZ
E1700280100000;RODIN;JACQUES DOILLON
E1700321200000;LEO THE WILDLIFE RANGER;SACHA GOEDEGEBURE
E1700470900000;PIRATA & CAPITANO;FRAN�OIS NARBOUX
E1700282500000;BATMAN AND HARLEY QUINN;SAM LIU
E1700311200000;KOMMER EN DAG, DER;JESPER NIELSEN
E1700454200000;LA VIE DE CHATEAU;MODI BARRY
E1700458400000;BATTLE OF THE SEXES;JONATHAN DAYTON, VALERIE FARIS
E1700462700000;NOVITIATE;MARGARET BETTS
E1700462600000;MAUDIE;AISLING WALSH
E1700421100000;JASON LIVES: FRIDAY THE 13TH PART VI;TOM MCLOUGHLIN
E1700486900000;7 DAYS;JOSH LOWELL
E1700463900000;AMORI CHE NON SANNO STARE AL MONDO;FRANCESCA COMENCINI
E1700468300000;HOGIE, THE GLOBEHOPPER;WALID OMAR
E1700501800000;SUNSHINE SUPERMAN;MARAH STRAUCH
E1700494000000;THE BELKO EXPERIMENT;GREG MCLEAN
E1700495400000;DUEL AT DIABLO;RALPH NELSON
E1700282100000;CORAZ�N DE LE�N;EMILIANO T. CABALLERO
E1700280500000;LOUIS VUITTON: BEHIND THE SCENE;FREDERIK CHAU
E1700281900000;KORN LIVE AT HELLFEST;ADELINE CHAHIN
E1700281800000;HELLFEST 2015;ADELINE CHAHIN
E1700494300000;BLUE LINE;JACOB COONEY
E1700501900000;SWALLOWS AND AMAZONS;PHILIPPA LOWTHORPE
E1700274700000;POES�A SIN FIN;ALEJANDRO JODOROWSKY
E1700288300000;KYGO & SELENA GOMEZ - IT AIN�T ME;PHILIP LOPEZ
E1700420000000;GERMANY FROM ABOVE;PETRA H�FER
E1700411800000;WAR MARCH/BROKEN;JOE HENDERSONS
E1700505900000;THE MOMENT;BILL BALLARD
E1700288400000;MARIAH CAREY - THROUGH THE RAIN;DAVE MEYERS
E1700288900000;OUTKAST - HEY YA!;BRYAN BARBER
E1700303500000;DJ MARLBORO PART. MC CR�U - PELADOS EM SANTOS;MARCO AUR�LIO ABREU
E1700303600000;FERNANDO & SOROCABA - LUZES DE S�O PAULO;ALEX BATISTA
E1700354100000;LE R�GNE DE LA BEAUT�;DENYS ARCAND
E1700520600000;MENASCHE;JOSHUA WEINSTEIN
E1700349400000;THE THREE CABALLEROS;NORMAN FERGUSON
E1700349600000;HAPPY FAMILY;HOLGER TAPPE
E1700259300000;TOP MODELS;LET�CIA ARAGON
E1700311400000;IN SEARCH OF THE CASTAWAYS;ROBERT STEVENSON
E1700313400000;UNDER THE STARS - LIVE IN MAASTRICHT V;ANDRE RIEU
E1700354500000;RETOUR CHEZ MA M�RE;ERIC LAVAINE
E1700370400000;MARS NEEDS MOMS;SIMON WELLS
E1700364600000;TRACKTOWN;JEREMY TEICHER
E1700355200000;CAN'T BUY ME LOVE;STEVE RASH
E1700357700000;DAVID LYNCH - THE ART LIFE;RICK BARNES
E1700505800000;THELMA;JOACHIM TRIER
E1700517000000;ALESSO & ANITTA - IS THAT FOR ME;MANUEL NOGUEIRA
E1700523100000;FERNANDO & SOROCABA - SOU DO INTERIOR;FERNANDO TREVISAN CATATAU
E1700523600000;IZA PART. MARCELO FALC�O - PESAD�O;FELIPE SASSI
E1700519200000;JAIN - DYNABEAT;GREG ET LIO
E1700520500000;NIALL HORAN - THIS TOWN (LIVE, 1 MIC 1 TAKE);POSSUM HILL
E1700434500000;BELEM: RIVER FLOWING TO FAITH;LARISSA SOKOLOVA
E1700363300000;BLADE RUNNER 2049;DENIS VILLENEUVE
E1700475400000;SCHOOL REVOLUTION 1918-1939;JOANNA GRUDZINSKA
E1700284500000;BIG BOI FEAT. ADAM LEVINE - MIC JACK;BIG BOI
E1700363400000;LA FILLE DE BREST;EMMANUELLE BERCOT
E1700484300000;ELLA FITZGERALD LIVE AT MONTREUX JAZZ FESTIVAL;REZA ACKBARALY
E1700369300000;AMERICAN ASSASSIN;MICHAEL CUESTA
E1700518100000;THE MAGIC OF MAASTRICHT - 30 YEARS OF THE JOHANN STRAUSS ORCHESTRA;PIT WEYRICH
E1700535000000;DARKEST HOUR;JOE WRIGHT
E1700330500000;INNERSECTION;VICTOR PAKPOUR
E1700585400000;O ZOO DA ZU - 3� TEMPORADA;FERNANDO GOMES
E1700608600000;TRANSGENDER KIDS: WHO KNOWS BEST;JOHN CONROY
E1800076900000;DAY OF THE DEAD: BLOODLINE;H�CTOR HERN�NDEZ VICENS
E1700587500000;MATHEUS PAGAN - DAN�A COMIGO;ALEX BATISTA
E1800059700000;47 METERS DOWN;JOHANNES ROBERTS
E1700613100000;ANTI MATTER;KEIR BURROWS
E1800075800000;ANIMAL ALL STARS;IAN MCGEE
E1800086000000;REY;NILES ATALLAH
E1800063400000;TICKET TO RIDE;MAX BERVY
E1800095600000;PLAN B;UFUK GENC
E1700601700000;LAS MALAS INTENCIONES;ROSARIO GARCIA-MONTERO
E1800082400000;INSEPARABLE;DAYYAN ENG
E1800084500000;RESURRECTION OF GAVIN STONE, THE;DALLAS JENKINS
E1700586900000;DR. STRANGELOVE OR: HOW I LEARNED TO STOP WORRYING AND LOVE THE BOMB;STANLEY KUBRICK
E1700591700000;RUSH TIME STAND STILL;MARK UTLEY
E1700593200000;ANTONIO,GUERRIERO DI DIO;ANTONELLO BELLUCO
E1700599300000;LEATHERFACE;ALEXANDRE BUSTILLO
E1800088400000;JUST LET GO;PATRICK HENRY PARKER
E1700558700000;ZONA SUR;JUAN CARLOS VALDIVIA
E1700553100000;BUDDY HOLLY: RAVE ON;GEORGE C. SCOTT
E1800015000000;HOW STELLA GOT HER GROOVE BACK;KEVIN RODNEY SULLIVAN
E1800023300000;MANUEL MEDRANO - LA MUJER QUE BOTA FUEGO;MANUEL MEDRANO
E1800169900000;JURASSIC WORLD: FALLEN KINGDOM;J.A. BAYONA
E1800169700000;MAMMA MIA! HERE WE GO AGAIN;OL PARKER
E1700611600000;CE QUI NOUS LIE;C�DRIC KLAPISCH
E1800090900000;FINDING YOUR FEET;RICHARD LONCRAINE
E1800094600000;CAFFE;CRISTIANO BORTONE
E1800095100000;UN SAISON EN FRANCE;MAHAMAT-SALEH HAROUN
E1800108000000;PROJOTA - MULEQUE DE VILA;HAROLDO TZIRULNIK
E1800108200000;UNDERGRALLIZE & RICARDO LIMA - I FEEL THE LIGHT;RICARDO LIMA
E1700594300000;SEED: THE UNTOLD STORY;JON BETZ
E1800016000000;TI� - AMULETO;JORGE BISPO
E1800127000000;DANIEL BOAVENTURA AO VIVO NO M�XICO;CARLOS HUERTA
E1800140900000;THE ENDLESS;AARON MOORHEAD
E1700576800000;SENSE AND SENSIBILITY;ANG LEE
E1700603200000;GLASTONBURY 2017: HIGHLIGHTS;ALISON HOWE
E1800021900000;JOJO MARONTTINNI - QUE TIRO FOI ESSE;DJ BATATA
E1800140300000;I FEEL PRETTY;MARC SILVERSTEIN
E1700613700000;LORD OF WAR;ANDREW NICCOL
E1800014500000;TOVE LO - DISCO TITS;TOVE LO
E1800144700000;DEMOLITION;JEAN-MARC VALL�E
E1800009900000;WINCHESTER;MICHAEL SPIERIG
E1800129300000;EN LA BOCA DEL LOBO;RODRIGO LALINDE, CARLOS MARIO URREA
E1700583600000;AS GOOD AS IT GETS;JAMES L. BROOKS
E1800100900000;LAURA PAUSINI - NON E DETTO;GAETANO MORBIOLI
E1800039100000;AURORA TEAGARDEN MYSTERY: BUNDLE OF TROUBLE;KEVIN FAIR
E1700562400000;RANGE 15;ROSS PATTERSON
E1700586200000;I, TONYA;CRAIG GILLESPIE
E1700611800000;ADAPTATION;SPIKE JONZE
E1800157200000;NICKY JAM FEAT. J BALVIN - X;JESSE TERRERO
E1700548800000;FUN MOM DINNER;ALETHEA JONES
E1800040600000;NUTTY PROFESSOR II: THE KLUMPS;PETER SEGAL
E1800176600000;FACE OFF;JOHN WOO
E1800133700000;SEA LONE;LUCA MERLI
E1800042300000;LOVE LIES BLEEDING;KEITH SAMPLES
E1800178400000;L!FE HAPPENS;KAT COIRO
E1600241800000;GONE;HEITOR DHALIA
E1800048300000;J BALVIN, JEON E ANITTA - MACHIKA;HAROLD JIM�NEZ
E1700584700000;FLYWHEEL;ALEX KENDRICK
E1800126900000;RC NA VEIA;JO�O PEDRO MAGLIO
E1700568700000;MUNDO INOVA��O - ARTERIS;RODRIGO ASTIZ
E1800160400000;EMINEM - UNTOUCHABLE (LYRIC VIDEO);LANFIA
E1800103800000;BOWIE REALITY TOUR;MARCUS VINER
E1700554800000;ROWING;ABRAHAM LEVY
E1800050900000;FROM FRANCIS TO FRANCIS;NICK GORYACHKIN
E1800153700000;ABRONCA - DRINKS;CAU� CSIK
E1800114700000;PORT TO PORT;JASON DOVER
E1800117600000;BAD SANTA 2;MARK WATERS
E1800070700000;MIDNIGHT SUN;SCOTT SPEER
E1700546600000;KAMCHATKA: LIFE ON VOLCANO;TATIANA STOLYAROVA
E1800012800000;RADIN!;FRED CAVAY�
E1800099300000;FLY;ERIC SILVER
E1700593800000;BEAT GENERATION;XAVIER VILLETARD
E1700612700000;CARRIE PILBY;SUSAN JOHNSON
E1800004200000;MANIMO;FRAN�OIS MOREL
E1500759900000;PITCH PERFECT 3;TRISH SIE
E1700547700000;WHO - MY GENERATION, THE;WHO, THE
E1700569700000;HARRY STYLES: LIVE IN MANCHESTER;BOB SHENNAN
E1800082600000;JOLLY LLB 2;SUBHASH KAPOOR
E1700545700000;DEF LEPPARD - PROMISES;DEF LEPPARD
E1800011200000;MISSOURI BREAKS, THE;ARTHUR PENN
E1700577700000;PACIFIER, THE;ADAM SHANKMAN
E1700595900000;SECRET OF THE WINGS;PEGGY HOLMES
E1700545300000;DEAD DRAW;BRIAN KLEMESRUDBRIAN
E1700594500000;THE CHILDREN�S WAR;MICHE`LE DURREN
E1700601000000;MONTE CARLO;THOMAS BEZUCHA
E1800016800000;BEGUILED, THE (1971);DON SIEGEL
E1700626500000;THE LITTLE VAMPIRE 3D;KARSTEN KIILERICH
E1800185000000;THE 13TH WARRIOR;MICHAEL CRICHTON
E1800010700000;ED SHEERAN FEAT. ANDREA BOCELLI - PERFECT SYMPHONY;ED SHEERAN
E1800020100000;IMAGINASAMBA PART. MC LIVINHO - DORME A�;IMAGINASAMBA
E1800017500000;MACKLEMORE FEAT KESHA - GOOD OLD DAYS;MACKLEMORE
E1800025100000;MAJOR LAZER FEAT. J. BALVIN & SEAN PAUL - BUSCANDO HUELLAS;JUAN PABLO VALENCIA
E1800018400000;SEBASTIAN YATRA FEAT. D�LMATA - SUTRA;SEBASTI�N YATRA
E1800029900000;PETER RABBIT;WILL GLUCK
E1800003300000;FISE WORLD SERIES 2017;PETER CHURCHMAN
E1800177900000;BOULE & BILL 2;PASCAL BOURDIAUX
E1800178600000;MADRAZA;HERNAN AGUILAR
E1800179200000;SWEET CHARITY;BOB FOSSE
E1700591800000;PRINCE: SIGN O� THE TIMES;ROB CAVALLO
E1800160900000;MATHEUS & KAUAN - TE ASSUMI PRO BRASIL (INTENSAMENTE HOJE!);DANIEL FERRO
E1800117400000;BEFORE AND AFTER;BARBET SCHROEDER
E1800140700000;BARBIE: LIFE IN THE DREAMHOUSE SEASON 7;KYRAN KELLY
E1700551800000;UFC FIGHT FLASHBACK;CHRIS KARTZMARK
E1800024600000;ALEX AIONO FEAT. TRINIDAD CARDONA - DOES IT FEEL LIKE FALLING;ALEX AIONO
E1800014300000;ALOK & MATHIEU KOSS - BIG JET PLANE;YOUTH
E1800014000000;CHRIS BROWN FEAT. GUCCI MANE & USHER - PARTY;CHRIS BROWN
E1800015800000;DJ SNAKE & LAUV - A DIFFERENT WAY;COLLIN TILLEY
E1800018500000;MC GUIM� - T� DOIDONA;FILIPE RATZ
